代码,名称,副名称,特性,正文,风味文本,背面名称,背面副名称,背面特性,背面正文,背面风味文本,
9533,萨阿德王陵,,马拉喀什. 废弃,<b>强制</b> - 在非[[精英]]敌人进入萨阿德王陵时，与任意调查员交战前：治愈其全部伤害。,苏生的死者大军还会害怕坟墓吗？抑或他们只是厌恶死亡？,萨阿德王陵,,马拉喀什. 废弃,,曾经的圣所已遭亵渎，布满了鲜血和散发着死亡气味的身影。,
9534,鞣革厂,,马拉喀什. 废弃,位于鞣革场的每个[[苏生]]敌人得到+1攻击与+1躲避。,你看到苏生的死者纷纷栽进化学药剂池中，大口吞下臭味熏人的液体。苋的法术无法让这些尸体维系多久，也许是靠这种古怪的仪式才能继续支撑住他们腐化的身体。,鞣革厂,,马拉喀什. 废弃,,不知怎的，旧鞣革场周围苏生的死者格外活跃。为什么会聚集在这儿？,
9535,巴希尔宫花园,,马拉喀什. 仪式地. 废弃,<b>强制</b> - 你在巴希尔宫花园结束自己回合时：受到1点伤害或1点恐惧。,"“人择其所利，天择其所顾。”
<cite>查尔斯·达尔文《物种起源》</cite>",巴希尔宫花园,,马拉喀什. 废弃,,一度生机盎然的花园现在已被黑色的荆藤占据。剩余的树木十分脆弱，你一碰就碎裂了。喷泉也已干涸。,
9536,拯救平民,,,"马拉喀什的平民遭到攻击！将他们救出险境，或许你可以避免一场屠杀。<i>(注意：留在地点上的平民既未被解救，也未遭到杀害。)</i>
    [action]花费1个线索：解救你所在地点的一个平民<i>(将其放在本卡牌上)</i>。
    <b>强制</b> - 在游戏结束时，将本卡牌翻面<i>(保留其所有的标记)</i>。",尘土飞扬的街道上传来一声刺耳的尖叫，接着是一阵进食的声音。你在城市中穿行，一旁的路人纷纷逃离饥饿的死者。身边全是腐肉和鲜血的味道。只有你才能拯救这座城市免遭可怕的命运。,,,,,,
09536b,后果,,,"比较后果上被解救的平民数量和冒险参考卡牌上遭到杀害的平民数量。<i>(注意：留在地点上的平民既未被解救，也未遭到杀害。)</i>
    - 如果被解救的平民数量大于遭到杀害的平民，每位调查员取得2点奖励经验值。如果被解救的平民数量大于遭到杀害的平民的两倍，每位调查员取得额外2点奖励经验值。
    - 如果遭到杀害的平民数量大于被解救的平民，每位调查员承受1点精神创伤。如果遭到杀害的平民数量大于被解救的平民的两倍，每位调查员承受额外1点精神创伤。
    - 如果两者相等，无事发生。",天已破晓，马拉喀什的幸存者现身，开始清点遭劫的人数。,,,,,,
9537,苋,腐败潜伏,类人. 同志会. 精英,"猎手。
    <b>强制</b> - 在苋攻击的伤害或恐惧分配到支援时：击败该支援，且苋变换她身上附属的每个钥匙。",“许多人都说愿意为爱献出一切。而我真的这么做了。”,,,,,,
09537b,苋,腐败彰显,类人. 同志会. 精英,"猎手。反击。
    <b>强制</b> - 在苋攻击时：她变换身上附属的每个钥匙。如果该次攻击的伤害和/或恐惧分配到支援，击败该支援。",“你们不过是我花园里的杂草。”,,,,,,
9538,拉辛·法瑞,巧匠再生,类人. 同志会.? 苏生. 精英,"警戒。猎手。反击。
    <b>强制</b> - 在任意钥匙变换后：如果拉辛·法瑞已橫置，将其重整。否则，他立即对已交战的调查员进行一次攻击。",“我跨越数百年的时光，可不会被你击败！”,,,,,,
9539,奴仆,,类人. 苏生,"每轮抽取的第一张奴仆获得涌动。
    [reaction]在你回合期间：尝试躲避奴仆。它本次躲避尝试获得警戒。(每回合仅限一次。)",在昏暗的灯光和厚重的衣服下，他们可以笨拙地在活人中穿行。可要是到了白天，他们身上反常的苍白、呆滞的眼睛和可怕的伤口就一览无余。,,,,,,
9540,古代劫掠者,,类人. 苏生,"猎手。反击。
    <b>强制</b> - 在古代劫掠者攻击你后：你所在地点的1个平民遭到杀害。",这些战士生前是拉辛·法瑞的卫士，现在又带着诡异的斗志侍奉苋。,,,,,,
9541,哈立德,钟爱相伴,生物. 苏生,"猎手。
    <b>强制</b> - 在哈立德入场后：将其所在地点的其他每个非[[精英]]敌人和平民移动到一个连接地点<i>(尽可能平均分配)</i>。",“他们都说猫有九条命，而这已经是我亲爱的哈立德第十条命了。”,,,,,,
9542,饥荒,,腐败,"<b>显现</b> - 将饥荒放置入场，放在密谋牌库旁。
    你打出每张卡牌的费用提升1点。
    <b>强制</b> - 当一轮结束时：从场上弃掉饥荒。",那些吃枯萎谷物的人比挨饿的还死得早。,,,,,,
9543,围困！,,危险,"<b>显现</b> - 检定[combat](3)。如果你检定失败，选择一项：
    - 你所在地点的1个平民遭到杀害。
    - 你检定失败且每低于难度1点，受到1点伤害。",尽管苏生的死者移动缓慢，却会像狼群一样，先包围，再扑食。,,,,,,
09544a,末绽之花,超缘共生,稳定,<b>变换</b> - 治愈你所在地点每位调查员1点伤害和1点恐惧。将本钥匙翻至[[动荡]]面。,档案#11 - B31/客体等级：红色/钥匙貌似一株外星植物，黑色的长茎杆缠绕蜷曲，已附在宿主的静脉内。,,,,,,
09544b,末绽之花,超缘共生,动荡,<b>变换</b> - 治愈场上每个敌人1点伤害。然后，如果是调查员变换了本钥匙，将其翻至[[稳定]]面。,……与宿主建立了神经联系，极度类似于寄生关系，已占据宿主的思维和记忆。,,,,,,
9545,血色阴影,,,"简单/普通
    [skull]：-X。X为本卡牌上的标的数量。
    [cultist]：-5。如果你检定失败且低于难度至少2点，将你所在地点和每个连接地点的所有隐匿迷你卡牌正面朝下混洗，然后随机放置到其刚才位置。
    [tablet]：-1。取消投入本次技能检定的每张卡牌上的效果和图标。
    [elder_thing]：-2。如果你检定失败，你必须在当前密谋上放置1个毁灭标记，或最近的[[同志会]]敌人攻击你<i>(即便其在阴影中)</i>。",,,,,"困难/专家
    [skull]：-X。X为本卡牌上的标的数量+1。
    [cultist]：-7。如果你检定失败且低于难度至少2点，将你所在地点和每个连接地点的所有隐匿迷你卡牌正面朝下混洗，然后随机放置到其刚才位置。
    [tablet]：-2。取消投入本次技能检定的每张卡牌上的效果和图标。
    [elder_thing]：-3。如果你检定失败，你必须在当前密谋上放置1个毁灭标记，或最近的[[同志会]]敌人攻击你<i>(即便其在阴影中)</i>。",,
9546,她在哪儿……？,,,"<b>强制</b> - 当游戏开始时，或密谋牌库重置后：将本密谋上的毁灭标记数量设为1[per_investigator]。
    <b>强制</b> - 你揭露诱饵后：红衣女郎攻击你。
    <i>(提示：在本密谋推进时，红衣女郎会得到其中一块碎片！)</i>",红衣女郎意图窃取一件古代艺术珍藏分散的碎片，你相信这些东西组合起来就是一把古代的钥匙。,中计了！,,,"揭示场上每张隐匿迷你卡牌，将每张诱饵放在一边，位于场外。
    找到离红衣女郎(或其迷你卡牌)最近的有标的的地点。红衣女郎获得此标的<i>(放在她上面)</i>。如果红衣女郎上有3个标的，进入<b>(→结局3)</b>。<i>(FAQ v2.1)</i>
    否则，结算红衣女郎的隐匿关键词，在每个有标的的地点中，尽可能平均地分发其隐匿迷你卡牌。将场景和密谋牌库重置为场景1和密谋1。
    在每个地点上增加线索，直到其线索数量等于其线索值。",你紧追不舍，跟着窃贼冲进了大门，里面就是她的下一个目标，却发现她已经拿着一块碎片溜了。她从附近一扇窗逃了，临了还给你留下一个调皮的坏笑。,
9547,猩红阴影,,,<b>目标</b> - 揭露窃贼所在。如果调查员与红衣女郎交战，推进。,多亏玻利瓦尔警长，你觉得自己应该知道红衣女郎想要的标的在哪里了。现在剩下的就是抓她个现行。,揭露！,,,"<b>如果这是第一次推进本场景：</b>
    <blockquote><i>你一路追踪，成功赶在红衣女郎抢夺标的之前埋伏了下来。你刚准备好，她就到了，并且很快就察觉出了不对劲。她即兴哼出一支爵士小调，在房中徘徊查找。“出来吧。”她最后笑着说道。你现了身，告诉她就此停手。“否则呢？”她咧开嘴笑道，“你要用武力逼我就范吗？”</i></blockquote><hr><b>否则：</b>
    <blockquote><i>你又一次赶在了她前面，这次她立刻就发现了你。
“又是你？”她轻蔑地说道，“你就没什么事好做了吗？看不出我很忙吗？”</i></blockquote>","<b>如果这是第一次推进本场景：</b>
    <blockquote><i>你一路追踪，成功赶在红衣女郎抢夺标的之前埋伏了下来。你刚准备好，她就到了，并且很快就察觉出了不对劲。她即兴哼出一支爵士小调，在房中徘徊查找。“出来吧。”她最后笑着说道。你现了身，告诉她就此停手。“否则呢？”她咧开嘴笑道，“你要用武力逼我就范吗？”</i></blockquote><hr><b>否则：</b>
    <blockquote><i>你又一次赶在了她前面，这次她立刻就发现了你。
“又是你？”她轻蔑地说道，“你就没什么事好做了吗？看不出我很忙吗？”</i></blockquote>",
9548,一路追踪,,,"红衣女郎获得：“[action]：<b>谈判</b>。检定[intellect]或[agility](6)来胜过窃贼一筹。你可以花费1个线索以将本次检定难度降低2点。如果你检定失败，红衣女郎攻击你。”
    <b>目标</b> - 如果红衣女郎将要被击败，改为推进。
    <b>目标</b> - 如果有调查员与红衣女郎谈判，推进。",你终于要逮住她了！,逃跑路线,,,"找到离红衣女郎最近的有标的的地点。将该标的放在冒险参考卡牌上。然后，如果冒险参考卡牌上有3个标的，跳过本场景的剩余部分，改为进入<b>冒险幕间故事:云开见日</b>。否则，继续阅读如下部分。
    <blockquote><i>“好吧，这次就算让你得手了。”神秘窃贼逃跑的时候说道，“但别的地方就轮不到你了！”你还没抓住她，她深红的大衣就卷起一阵旋风，整个人都消失在了阴影中，不留一丝踪迹。</i></blockquote>
    治愈红衣女郎的所有伤害，将她返回阴影中，并结算她的隐匿关键词，在每个有标的的地点中，尽可能平均地分发其隐匿迷你卡牌。将场景和密谋牌库重置为场景1和密谋1。
    每位调查员失去其所有线索。在每个地点上增加线索，直到其线索数量等于其线索值。",,
9549,五月大道,,布宜诺斯艾利斯. 中心,"如果你的难度等级为……
    - ……简单，X为2。
    - ……普通，X为3。
    - ……困难，X为4。
    - ……专家，X为5。
    [action]:<b>撤退</b>。看来这次是红衣女郎赢了。",,五月大道,,布宜诺斯艾利斯. 中心,,你走过宽广的大道，眼神扫过每一条街巷，每一座屋顶。玻利瓦尔警长给你标出了好几个地方，都可能是红衣女郎的目标。五月大道就是连接它们和五月广场的中轴，是开始搜寻的好地方。,
9550,玫瑰宫,,布宜诺斯艾利斯,[action]花费1个线索：检定[intellect](4)来观察这里的员工。你可以花费额外1个线索以将此次检定的难度降低2点。如果你检定成功，查看本地点一张隐匿迷你卡牌的已揭示面<i>(不将其揭露)</i>。你检定成功且每超过难度2点，额外查看本地点一张隐匿迷你卡牌。,,玫瑰宫,,布宜诺斯艾利斯,,玫瑰宫是阿根廷的总统府，里面寄存着过去数任留下的奇珍异宝。也许这里就有一片钥匙吸引了你的猎物。,
9551,主教座堂,,布宜诺斯艾利斯,[action]花费1个线索：检定[agility](4)以查看教堂天顶。你可以花费额外1个线索以将此次检定的难度降低2点。如果你检定成功，查看本地点一张隐匿迷你卡牌的已揭示面<i>(不将其揭露)</i>。你检定成功且每超过难度2点，额外查看本地点一张隐匿迷你卡牌。,,主教座堂,,布宜诺斯艾利斯,,主教座堂的宏伟立面俯瞰整个五月广场。玻利瓦尔告诉你，这里仿佛一座宏伟的陵墓，除了有教会的华美陈设，更保存了许多艺术珍品，可能是红衣女郎的目标。,
9552,雷科莱塔公墓,,布宜诺斯艾利斯,[action]花费X个线索并受到X点恐惧：查看本地点X张隐匿迷你卡牌的已揭示面<i>(不将其揭露)</i>。,,雷科莱塔公墓,,布宜诺斯艾利斯,,只有最奸恶的窃贼才会对死者下手，玻利瓦尔警长自然觉得雷科莱塔公墓也会沦为目标。谁知道数不胜数的大理石坟茔中埋藏了多少宝藏？,
9553,伊拉祖里兹宫,,布宜诺斯艾利斯,[action]花费1个线索：检定[combat](4)以闯入庄园。你可以花费额外1个线索以将此次检定的难度降低2点。如果你检定成功，查看本地点一张隐匿迷你卡牌的已揭示面<i>(不将其揭露)</i>。你检定成功且每超过难度2点，额外查看本地点一张隐匿迷你卡牌。,,伊拉祖里兹宫,,布宜诺斯艾利斯,,这座私人宅邸藏有许多艺术品，和过去遭窃的地方如出一辙。看这华美的建筑，屋主肯定是上层人士。想必你没法进去探看。要在这儿守株待兔的话，你就得学着红衣女郎的手段了。,
